"","win_1970","win_1971","win_1972","win_1973","win_1974","win_1975","win_1976","win_1977","win_1978","win_1979","win_1980","win_1981","win_1982","win_1983","win_1984","win_1985","win_1986","win_1987","win_1988","win_1989","win_1990","win_1991","win_1992","win_1993","win_1994","win_1995","win_1996","win_1997","win_1998","win_1999","win_2000","win_2001","win_2002","win_2003","win_2004","win_2005","win_2006","win_2007","win_2008","win_2009","win_2010","win_2011","win_2012","win_2013","win_2014","win_2015","win_2016","win_2017","win_2018","win_2019","win_2020","species"
"Centaurea nigra",3,5,4,4,8,8,7,8,8,3,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,2,1,3,3,3,2,2,1,1,2,2,3,3,6,6,6,6,6,5,7,8,11,16,24,36,40,38,"Centaurea nigra"
"Diplotaxis muralis",1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,4,4,1,1,1,1,3,3,3,"Diplotaxis muralis"
"Lilium lancifolium",1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,5,10,17,18,18,"Lilium lancifolium"
"Campanula trachelium",1,1,1,1,1,1,1,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,3,3,3,3,2,NA,1,2,2,3,7,9,9,"Campanula trachelium"
"Malus baccata",NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,6,7,6,"Malus baccata"
"Lolium perenne",1,2,2,2,3,3,2,5,5,5,6,6,3,2,1,NA,NA,1,3,3,3,3,2,NA,1,1,1,1,2,2,3,3,3,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,8,8,"Lolium perenne"
"Anemone ranunculoides",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,"Anemone ranunculoides"
"Centaurea nigrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,"Centaurea nigrescens"
"Bellis perennis",1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,7,8,9,8,"Bellis perennis"
"Raphanus raphanistrum",4,4,3,4,5,5,6,5,8,18,19,19,19,17,6,4,3,3,2,2,1,2,2,3,7,7,8,8,6,2,3,2,2,2,2,1,1,2,2,4,4,5,4,4,2,6,7,11,13,15,12,"Raphanus raphanistrum"
"Lamium maculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,10,20,27,37,36,"Lamium maculatum"
"Datura stramonium",1,1,2,3,3,3,3,2,1,1,2,2,3,2,2,2,2,1,1,1,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,3,3,3,3,"Datura stramonium"
"Viola arvensis",3,4,5,4,4,4,3,4,4,11,12,12,10,10,2,NA,1,1,3,3,3,2,3,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,3,2,3,5,7,12,12,"Viola arvensis"
"Clematis vitalba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,"Clematis vitalba"
"Galium aparine",2,4,3,3,3,2,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,2,1,1,NA,1,1,1,2,3,2,3,5,5,6,6,6,4,"Galium aparine"
"Rorippa sylvestris",2,2,1,1,2,5,5,5,6,9,11,10,10,11,7,2,2,2,NA,1,1,1,1,2,2,3,3,3,2,1,NA,NA,1,1,1,1,1,NA,NA,2,2,4,5,5,4,4,2,1,3,3,3,"Rorippa sylvestris"
"Alisma plantago-aquatica",1,2,2,2,2,3,5,4,4,3,4,3,3,4,4,3,3,4,3,3,4,3,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Alisma plantago-aquatica"
"Brassica campestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brassica campestris"
"Bromus hordeaceus",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"Bromus hordeaceus"
"Tegenaria domestica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,7,11,17,18,18,"Tegenaria domestica"
"Centaurea cyanus",NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,1,1,1,NA,NA,NA,3,6,9,18,23,22,"Centaurea cyanus"
"Triticum aestivum",3,3,3,2,1,2,3,4,4,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,1,2,2,2,2,2,1,3,4,5,5,5,"Triticum aestivum"
"Luzula campestris",1,1,1,1,1,NA,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luzula campestris"
"Ribes sativum",2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ribes sativum"
"Poa trivialis",NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,"Poa trivialis"
"Carex hirta",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,3,"Carex hirta"
"Hedera helix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,5,"Hedera helix"
"Hieracium maculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,13,19,23,26,23,"Hieracium maculatum"
"Carex flacca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,"Carex flacca"
"Poa nemoralis",1,1,3,4,3,3,4,2,3,2,2,2,2,1,1,1,1,2,2,3,4,5,4,5,6,5,3,3,3,2,4,4,4,5,3,1,2,3,2,3,3,2,1,1,NA,NA,NA,NA,NA,5,5,"Poa nemoralis"
"Succisa pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,"Succisa pratensis"
"Zea mays",1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,4,"Zea mays"
"Hemerocallis lilioasphodelus",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,2,2,1,1,2,1,"Hemerocallis lilioasphodelus"
"Euphorbia cyparissias",NA,1,2,2,3,6,6,6,7,9,7,8,6,6,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,3,8,10,18,21,25,21,"Euphorbia cyparissias"
"Aconitum napellus",1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,7,7,6,6,5,"Aconitum napellus"
"Mollugo verticillata",1,1,2,2,3,4,5,4,3,4,4,3,3,3,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,2,2,2,1,2,2,2,2,4,4,11,14,16,15,14,"Mollugo verticillata"
"Rumex stenophyllus",NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"Rumex stenophyllus"
"Spergula arvensis",6,7,5,5,6,8,10,12,12,34,39,35,34,35,16,2,2,1,NA,NA,NA,NA,1,1,2,2,2,1,1,NA,NA,NA,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,3,3,4,4,"Spergula arvensis"
"Tagetes erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Tagetes erecta"
"Perilla frutescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,"Perilla frutescens"
"Impatiens parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,2,7,7,7,7,"Impatiens parviflora"
"Plantago media",NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,3,2,1,1,"Plantago media"
"Solanum nigrum",NA,1,2,2,2,2,1,3,4,6,7,7,5,4,1,NA,NA,NA,1,2,3,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,2,2,2,NA,1,1,2,2,3,3,8,8,"Solanum nigrum"
"Lepidium campestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,3,2,2,3,3,1,3,6,7,9,9,"Lepidium campestre"
"Euonymus fortunei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"Euonymus fortunei"
"Alcea rosea",1,1,1,1,1,1,2,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,6,8,10,18,18,"Alcea rosea"
"Torilis japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Torilis japonica"
"Stachys byzantina",NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,6,4,4,"Stachys byzantina"
"Geranium sanguineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,10,14,16,17,14,"Geranium sanguineum"
"Cotoneaster lucidus",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,2,2,6,7,"Cotoneaster lucidus"
"Morus alba",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,2,2,2,2,1,NA,4,6,11,11,"Morus alba"
"Solanum lycopersicum",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,3,3,6,5,"Solanum lycopersicum"
"Harpalus rubripes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,6,4,5,7,7,"Harpalus rubripes"
"Coreopsis verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,2,"Coreopsis verticillata"
"Carum carvi",4,6,5,3,4,7,7,7,8,7,4,4,5,4,4,3,1,NA,NA,2,3,3,3,4,3,3,3,4,3,2,2,2,3,4,4,3,3,3,3,4,4,4,3,2,NA,1,2,3,4,5,4,"Carum carvi"
"Harpalus affinis",5,10,12,14,20,19,19,14,9,3,4,5,7,7,7,6,3,2,2,1,1,1,NA,1,1,1,1,2,1,1,1,1,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,6,6,11,11,"Harpalus affinis"
"Ctenopharyngodon idella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"Ctenopharyngodon idella"
"Miscanthus sinensis",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,4,5,5,5,4,"Miscanthus sinensis"
"Coriandrum sativum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,"Coriandrum sativum"
"Diplotaxis tenuifolia",NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,3,3,3,3,2,1,1,1,2,4,4,4,"Diplotaxis tenuifolia"
"Matricaria chamomilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,2,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,6,6,7,8,5,"Matricaria chamomilla"
"Lamium purpureum",NA,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,4,4,4,5,"Lamium purpureum"
"Perdix perdix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,3,4,5,6,6,6,8,6,5,7,7,4,4,"Perdix perdix"
"Lonicera maackii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Lonicera maackii"
"Nepeta cataria",2,3,1,1,2,2,2,3,5,7,8,9,7,5,2,1,NA,1,1,1,1,2,1,1,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,6,11,13,14,13,"Nepeta cataria"
"Veronica persica",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,6,5,5,"Veronica persica"
"Setaria italica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,1,1,1,1,1,"Setaria italica"
"Cyperus fuscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,"Cyperus fuscus"
"Alopecurus geniculatus",NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,"Alopecurus geniculatus"
"Aralia elata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,"Aralia elata"
"Myosotis arvensis",3,3,4,2,2,3,3,4,4,4,3,3,2,2,1,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,7,9,10,9,"Myosotis arvensis"
"Papaver somniferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,8,8,7,"Papaver somniferum"
"Baptisia australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,"Baptisia australis"
"Commelina communis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,3,5,7,7,"Commelina communis"
"Potentilla intermedia",1,1,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Potentilla intermedia"
"Ulmus parvifolia",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Ulmus parvifolia"
"Sambucus ebulus",1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,"Sambucus ebulus"
"Narcissus pseudonarcissus",NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,"Narcissus pseudonarcissus"
"Aristolochia clematitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Aristolochia clematitis"
"Phellodendron amurense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,"Phellodendron amurense"
"Arabidopsis thaliana",NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,3,3,3,"Arabidopsis thaliana"
"Senecio viscosus",5,5,2,1,1,2,2,4,4,6,5,5,3,3,2,NA,NA,1,2,2,2,2,1,NA,1,2,2,2,2,1,NA,NA,NA,1,1,1,2,2,3,3,3,3,2,1,2,10,11,12,14,14,7,"Senecio viscosus"
"Lappula echinata",3,3,3,2,2,4,4,5,4,6,3,4,3,3,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lappula echinata"
"Arenaria serpyllifolia",3,3,3,3,2,1,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,NA,NA,NA,NA,1,1,1,1,2,1,1,1,3,5,6,6,"Arenaria serpyllifolia"
"Sisymbrium altissimum",7,7,6,5,6,8,9,11,9,11,10,10,7,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,3,2,1,3,3,3,3,"Sisymbrium altissimum"
"Lilium martagon",1,1,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilium martagon"
"Macleaya cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"Macleaya cordata"
"Iberis umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Iberis umbellata"
